,fullname,html,id,likes,replies,retweets,text,timestamp,url,user
4483,요리쪼 조리쪼,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">로켓이 장비한 로켓포는 로켓 다리사이 빅로켓의 암시가 아닌지<img alt=""🤔"" aria-label=""Emoji: 생각하는 얼굴"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" title=""생각하는 얼굴""/>?¿ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",1003601568606720002,1,0,0,로켓이 장비한 로켓포는 로켓 다리사이 빅로켓의 암시가 아닌지?¿ #응아니야,2018-06-04T11:37:14,/richo3407/status/1003601568606720002,richo3407
4484,인생좀찾아라맨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">최저임금 삭감 덮을려고 개넥 터트린거 아니냐!!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",1001031322628849664,0,0,0,최저임금 삭감 덮을려고 개넥 터트린거 아니냐!!! #응아니야,2018-05-28T09:24:00,/Bread_Senpai/status/1001031322628849664,Bread_Senpai
4485,Unique X Happy,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Toefl?src=hash""><s>#</s><b>Toefl</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%BB%B4%EC%8B%A4%EB%B0%98?src=hash""><s>#</s><b>컴실반</b></a> 
시험 끝났다고 점수 급하락 <img alt=""🙄"" aria-label=""Emoji: 눈을 굴리는 얼굴"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" title=""눈을 굴리는 얼굴""/><img alt=""💦"" aria-label=""Emoji: 물을 튀기는 자리 기호 "" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4a6.png"" title=""물을 튀기는 자리 기호 ""/>
-
사실 이제 익숙해질 법도 한데 
오늘 컴실반 끝나고 난데없이 충격먹음 
-
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%8A%A4%ED%95%B4%EC%86%8C?src=hash""><s>#</s><b>스트레스해소</b></a> 
-
그래서 오늘 저녁은 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B6%84%EC%8B%9D?src=hash""><s>#</s><b>분식</b></a> <img alt=""😂"" aria-label=""Emoji: 기쁨의 눈물을 흘리는 얼굴"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""기쁨의 눈물을 흘리는 얼굴""/><img alt=""🔥"" aria-label=""Emoji: 화재"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f525.png"" title=""화재""/>
-
얼른 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%98%A4%EB%8B%B5%EB%85%B8%ED%8A%B8?src=hash""><s>#</s><b>오답노트</b></a> 하고 
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EA%B8%B4%EC%9E%A5%EA%B0%90?src=hash""><s>#</s><b>긴장감</b></a> 빡 유지하자 
-
오늘도 고생하셨숨돠 <img alt=""💓"" aria-label=""Emoji: 두근거리는 하트 "" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f493.png"" title=""두근거리는 하트 ""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/aEhXVRWEbM"">pic.twitter.com/aEhXVRWEbM</a></p>",932570828968927232,2,0,0,"#Toefl #컴실반 
시험 끝났다고 점수 급하락 
-
사실 이제 익숙해질 법도 한데 
오늘 컴실반 끝나고 난데없이 충격먹음 
-
#응아니야 #스트레스해소 
-
그래서 오늘 저녁은 #분식 
-
얼른 #오답노트 하고 
#긴장감 빡 유지하자 
-
오늘도 고생하셨숨돠 pic.twitter.com/aEhXVRWEbM",2017-11-20T11:26:26,/UPetal6700/status/932570828968927232,UPetal6700
4486,sherlock,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">응 아니야. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%B4%EC%84%9C%EC%A7%84%EC%9D%98%EC%9D%BC%EC%83%81?src=hash""><s>#</s><b>이서진의일상</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%97%AC%EC%B9%9C?src=hash""><s>#</s><b>여친</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%97%86%EC%9D%8C?src=hash""><s>#</s><b>없음</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%88%88%EB%AC%BC?src=hash""><s>#</s><b>눈물</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%99%95%EB%9A%9C%EA%BB%91?src=hash""><s>#</s><b>왕뚜껑</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BboC8SUAuMs/"" dir=""ltr"" href=""https://t.co/ZLpe5k1nrw"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BboC8SUAuMs/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BboC8SUAuMs/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",931764045379551233,0,0,0,응 아니야. #이서진의일상 #응아니야 #여친 #없음 #눈물 #왕뚜껑 https://www.instagram.com/p/BboC8SUAuMs/ ,2017-11-18T06:00:34,/sherlocksj002/status/931764045379551233,sherlocksj002
4487,Dさん,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">외국나가면 쏠탈할거라고 기대하는 사람들. 서양애들 동양애들한테 관심없음. 어 동양애.이러고 끝임. 동양뽕맞은 애들이나 쳐다보지. 그러니 외국나간다고 쏠탈할꺼라는 생각을 버려. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",931261258447257600,0,0,0,외국나가면 쏠탈할거라고 기대하는 사람들. 서양애들 동양애들한테 관심없음. 어 동양애.이러고 끝임. 동양뽕맞은 애들이나 쳐다보지. 그러니 외국나간다고 쏠탈할꺼라는 생각을 버려. #응아니야,2017-11-16T20:42:40,/dd0527/status/931261258447257600,dd0527
4488,자신이 시노다 하지메라고 믿는 정신이상자,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">모두모두 돌려쓰다보면 못생긴 혼다도 정신 차리겠져? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",931147141489106944,0,0,0,모두모두 돌려쓰다보면 못생긴 혼다도 정신 차리겠져? #응아니야,2017-11-16T13:09:13,/gk5r6i3qri74/status/931147141489106944,gk5r6i3qri74
4489,아홉꼬리흰여우신,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">ㄹ)고구려→고려(광개토태왕 비석 참조)로 바꾼거랑 같은 경우인가.. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",930328825300267008,0,0,0,ㄹ)고구려→고려(광개토태왕 비석 참조)로 바꾼거랑 같은 경우인가.. #응아니야,2017-11-14T06:57:31,/WHITEFOX_22/status/930328825300267008,WHITEFOX_22
4490,미국형호러아,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">ㅋㅋㅋㅋㅋㅋㅋ 현대인의 덕목이지 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",930246504295538689,0,0,0,ㅋㅋㅋㅋㅋㅋㅋ 현대인의 덕목이지 #응아니야,2017-11-14T01:30:24,/horuanim/status/930246504295538689,horuanim
4491,밀피유,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">타구치나 레나코에 비하면 그래도 후지이가 똑똑한 아이였긴 했던게 저렇게 흑역사짤은 안남기고 갔다는거일려나 에휴 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%A0%88%EB%A0%88%EC%A0%88%EB%A0%88?src=hash""><s>#</s><b>절레절레</b></a></p>",929005147895750656,1,0,0,타구치나 레나코에 비하면 그래도 후지이가 똑똑한 아이였긴 했던게 저렇게 흑역사짤은 안남기고 갔다는거일려나 에휴 #응아니야 #절레절레,2017-11-10T15:17:41,/milpiyu82/status/929005147895750656,milpiyu82
4492,레모나,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">혹시 막 대머리는 공짜좋아하고 그럼 도둑놈 심보고 그래서....? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",928122843124002816,0,0,0,혹시 막 대머리는 공짜좋아하고 그럼 도둑놈 심보고 그래서....? #응아니야,2017-11-08T04:51:44,/nyskale_/status/928122843124002816,nyskale_
4493,Stella Choi,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Toefl?src=hash""><s>#</s><b>Toefl</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Writing?src=hash""><s>#</s><b>Writing</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%86%A1%EC%86%A1%EC%9B%90%EC%8C%A4?src=hash""><s>#</s><b>송송원쌤</b></a> <img alt=""🦉"" aria-label=""Emoji: 부엉이"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f989.png"" title=""부엉이""/><img alt=""👍"" aria-label=""Emoji: 엄지손가락 위로 기호"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44d.png"" title=""엄지손가락 위로 기호""/><img alt=""✨"" aria-label=""Emoji: 광채"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""광채""/>
-
어제도 저녁 9시에서 10시 30분까지 
정신을 바짝 차리고 <img alt=""🔥"" aria-label=""Emoji: 화재"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f525.png"" title=""화재""/><img alt=""🤡"" aria-label=""Emoji: 삐에로 얼굴"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f921.png"" title=""삐에로 얼굴""/>
-
열심히 공부를 했다고 합니다.
-
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GM?src=hash""><s>#</s><b>GM</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Crops?src=hash""><s>#</s><b>Crops</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Integrated?src=hash""><s>#</s><b>Integrated</b></a> 
-
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EA%B8%8D%EC%A0%95%EC%A0%81%EC%9D%B8%EC%A0%90%EC%9E%88%EC%96%B4?src=hash""><s>#</s><b>긍정적인점있어</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B6%80%EC%A0%95%EC%A0%81%EC%9D%B8%EA%B2%83%EB%8F%84%EC%9E%88%EC%96%B4?src=hash""><s>#</s><b>부정적인것도있어</b></a> <img alt=""💦"" aria-label=""Emoji: 물을 튀기는 자리 기호 "" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4a6.png"" title=""물을 튀기는 자리 기호 ""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/TJvunCGGbJ"">pic.twitter.com/TJvunCGGbJ</a></p>",928062362216574976,1,0,0,"#Toefl #Writing #송송원쌤 
-
어제도 저녁 9시에서 10시 30분까지 
정신을 바짝 차리고 
-
열심히 공부를 했다고 합니다.
-
#GM #Crops #Integrated 
-
#긍정적인점있어
#응아니야
#부정적인것도있어 pic.twitter.com/TJvunCGGbJ",2017-11-08T00:51:24,/peTalesss/status/928062362216574976,peTalesss
4494,아홉꼬리흰여우신,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">터너라는 털쟁이는 무슨 트랜스포머 4/5에 나오는 폭탄광 하운드인가 걔 닮았어.. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",923070494630469632,0,0,0,터너라는 털쟁이는 무슨 트랜스포머 4/5에 나오는 폭탄광 하운드인가 걔 닮았어.. #응아니야,2017-10-25T06:15:30,/WHITEFOX_22/status/923070494630469632,WHITEFOX_22
4495,인생좀찾아라맨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">우리 야신께서는 큰그림을 그리셨던게 아닌가 생각한다. 10년, 20년이 지나도 바뀌지않는 한국 야구판을 우려하셔서 본인이 직접 총대를 메고 혹사문제를 수면 위로 끌어올리신거지. 야구계의 큰어른이 아니라면 엄두를 낼 수 없는 일이었을테다.. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",920293724025864192,0,0,2,"우리 야신께서는 큰그림을 그리셨던게 아닌가 생각한다. 10년, 20년이 지나도 바뀌지않는 한국 야구판을 우려하셔서 본인이 직접 총대를 메고 혹사문제를 수면 위로 끌어올리신거지. 야구계의 큰어른이 아니라면 엄두를 낼 수 없는 일이었을테다.. #응아니야",2017-10-17T14:21:36,/Bread_Senpai/status/920293724025864192,Bread_Senpai
4496,슭 💎,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""146475228"" dir=""ltr"" href=""/witchlella""><s>@</s><b>witchlella</b></a> 근데 많이들 남기길래 왜 그런가 해서 먹어본 사람들한테 물었더니 좀 달대..! 저런 건 단 맛으로 먹는 거 아닌가! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",542285683159597056,0,0,0,@witchlella 근데 많이들 남기길래 왜 그런가 해서 먹어본 사람들한테 물었더니 좀 달대..! 저런 건 단 맛으로 먹는 거 아닌가! #응아니야,2014-12-09T11:52:36,/Ace20Hero28/status/542285683159597056,Ace20Hero28
4497,고양이언니 🐈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">야 금연 일주일하면 성공한고나 마찬가지 아니냐? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%9D%91%EC%95%84%EB%8B%88%EC%95%BC?src=hash""><s>#</s><b><strong>응아니야</strong></b></a></p>",647089379039510530,0,1,0,야 금연 일주일하면 성공한고나 마찬가지 아니냐? #응아니야,2015-09-24T16:45:04,/kittysister/status/647089379039510530,kittysister
4498,水原なよこ＠頑張らない,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">어이어이, 음질에 목숨을 거는 덕후라면 디지털은 버려야 되는거 아냐? 어차피 전자식으로 진동시켜 나오는 음파가 뭐가 다르다구. 축음기 음질도 모르면서.. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/irony?src=hash""><s>#</s><b><strong>irony</strong></b></a></p>",19053668129046528,0,0,1,"어이어이, 음질에 목숨을 거는 덕후라면 디지털은 버려야 되는거 아냐? 어차피 전자식으로 진동시켜 나오는 음파가 뭐가 다르다구. 축음기 음질도 모르면서.. #irony",2010-12-26T15:35:23,/wetchan/status/19053668129046528,wetchan
4499,Kim Sang Jin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%ED%9D%90%EB%A6%BF%ED%95%9C%EB%82%A0%EC%94%A8?src=hash""><s>#</s><b>흐릿한날씨</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%83%9D%EA%B0%81%EC%9D%B4%EB%A7%8E%EB%8B%A4?src=hash""><s>#</s><b>생각이많다</b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/irony?src=hash""><s>#</s><b><strong>irony</strong></b></a>
몸은 조금 피곤하지만 정신은 맑은 오늘, 생각은 얽히고 설켜 있지만 마음은 평온한 오늘, 내 삶의 아이러니를 또 한번 경험하다! @… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BT-5JEMlgOG/"" dir=""ltr"" href=""https://t.co/hsMnR99YBE"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BT-5JEMlgOG/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BT-5JEMlgOG/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",862921534901563393,0,0,0,"#흐릿한날씨 #생각이많다! #irony
몸은 조금 피곤하지만 정신은 맑은 오늘, 생각은 얽히고 설켜 있지만 마음은 평온한 오늘, 내 삶의 아이러니를 또 한번 경험하다! @… https://www.instagram.com/p/BT-5JEMlgOG/ ",2017-05-12T06:45:00,/aroma_tree/status/862921534901563393,aroma_tree
4500, 📱BACKUPPPPPPPPP 🖥,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">페북 좋아요 양상이 사진 &gt; 춤 &gt; 음악. 결국 흥미! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/irony?src=hash""><s>#</s><b><strong>irony</strong></b></a></p>",503000516951941121,0,0,0,페북 좋아요 양상이 사진 > 춤 > 음악. 결국 흥미! #irony,2014-08-23T02:07:23,/loverobinny/status/503000516951941121,loverobinny
4501,"DongHan, Shin","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">참 한국은 경쟁을 통한 성장으로 밖에 Driving force를 찾을 수 없다. 그게 우리나라의 아쉬움이자 진정한 강점이다!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/irony?src=hash""><s>#</s><b><strong>irony</strong></b></a></p>",14048121458,0,0,0,참 한국은 경쟁을 통한 성장으로 밖에 Driving force를 찾을 수 없다. 그게 우리나라의 아쉬움이자 진정한 강점이다!! #irony,2010-05-15T17:02:44,/Lightman_Ralph/status/14048121458,Lightman_Ralph
4502,GIRLGROUP CONFESSION,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">This ((((제시카)))) more like ))))제시카(((( now :( <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/irony?src=hash""><s>#</s><b><strong>irony</strong></b></a></p>",546297810572697602,4,0,6,This ((((제시카)))) more like ))))제시카(((( now :( #irony,2014-12-20T13:35:22,/GRLGROUPCONFESS/status/546297810572697602,GRLGROUPCONFESS
4503,Wonderfuls Venezuela,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">Wonder Girls (원더걸스) - Irony <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Sunye?src=hash""><s>#</s><b>Sunye</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/YeEun?src=hash""><s>#</s><b>YeEun</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Sunmi?src=hash""><s>#</s><b>Sunmi</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Sohee?src=hash""><s>#</s><b>Sohee</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Hyunah?src=hash""><s>#</s><b>Hyunah</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WonderGirls?src=hash""><s>#</s><b>WonderGirls</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Irony?src=hash""><s>#</s><b><strong>Irony</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Debut?src=hash""><s>#</s><b>Debut</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/JYP?src=hash""><s>#</s><b>JYP</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/3y7a59MfA"" dir=""ltr"" href=""http://t.co/XlrVT1sJ62"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/3y7a59MfA""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/3y7a59MfA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",544701423511158785,0,0,0,Wonder Girls (원더걸스) - Irony #Sunye #YeEun #Sunmi #Sohee #Hyunah #WonderGirls #Irony #Debut #JYP http://fb.me/3y7a59MfA ,2014-12-16T03:51:54,/WG_Venezuela/status/544701423511158785,WG_Venezuela
